,0
1135,0
1136,0
1137,0
1138,0
1138,0
1139,0
1140,0
1140,0
1141,0
1142,0
1143,0
1143,0
1144,0
1145,0
1145,0
1146,0
1147,0
1148,0
1148,0
1149,0
1150,0
1150,0
1151,0
1152,0
1152,0
1153,0
1154,0
1155,0
1155,0
1156,0
1157,0
1157,0
1158,0
1159,0
1160,0
1160,0
1161,0
1162,0
1162,0
1163,0
1164,0
1165,0
1165,0
1166,0
1167,0
1167,0
1168,0
1169,0
1170,0
1170,0
1171,0
1172,0
1172,0
1173,0
1174,0
1175,0
1175,0
1176,0
1177,0
1177,0
1178,0
1179,0
1180,0
1180,0
1181,0
1182,0
1182,0
1183,0
1184,0
1184,0
1185,0
1186,0
1187,0
1187,0
1188,0
1189,0
1189,0
1190,0
1191,0
1192,0
1192,0
1193,0
1194,0
1194,0
1195,0
1196,0
1197,0
1197,0
1198,0
1199,0
1199,0
1200,0
1201,0
1202,0
1202,0
1203,0
1204,0
1204,0
1205,0
1206,0
1207,0
1207,0
1208,0
1209,0
1209,0
1210,0
1211,0
1211,0
1212,0
1213,0
1214,0
1214,0
1215,0
1216,0
1216,0
1217,0
1218,0
1219,0
1219,0
1220,0
1221,0
1221,0
1222,0
1223,0
1224,0
1224,0
1225,0
1226,0
1226,0
1227,0
1228,0
1229,0
1229,0
1230,0
1231,0
1231,0
1232,0
1233,0
1234,0
1234,0
1235,0
1236,0
1236,0
1237,0
1238,0
1238,0
1239,0
1240,0
1241,0
1241,0
1242,0
1243,0
1243,0
1244,0
1245,0
1246,0
1246,0
1247,0
1248,0
1248,0
1249,0
1250,0
1251,0
1251,0
1252,0
1253,0
1253,0
1254,0
1255,0
1256,0
1256,0
1257,0
1258,0
1258,0
1259,0
1260,0
1261,0
1261,0
1262,0
1263,0
1263,0
1264,0
1265,0
1266,0
1266,0
1267,0
1268,0
1268,0
1269,0
1270,0
1270,0
1271,0
1272,0
1273,0
1273,0
1274,0
1275,0
1275,0
1276,0
1277,0
1278,0
1278,0
1279,0
1280,0
1280,0
1281,0
1282,0
1283,0
1283,0
1284,0
1285,0
1285,0
1286,0
1287,0
1288,0
1288,0
1289,0
1290,0
1290,0
1291,0
1292,0
1293,0
1293,0
1294,0
1295,0
1295,0
1296,0
1297,0
1297,0
1298,0
1299,0
1300,0
1300,0
1301,0
1302,0
1302,0
1303,0
1304,0
1305,0
1305,0
1306,0
1307,0
1307,0
1308,0
1309,0
1310,0
1310,0
1311,0
1312,0
1312,0
1313,0
1314,0
1315,0
1315,0
1316,0
1317,0
1317,0
1318,0
1319,0
1320,0
1320,0
1321,0
1322,0
1322,0
1323,0
1324,0
1324,0
1325,0
1326,0
1327,0
1327,0
1328,0
1329,0
1329,0
1330,0
1331,0
1332,0
1332,0
1333,0
1334,0
1334,0
1335,0
1336,0
1337,0
1337,0
1338,0
1339,0
1339,0
1340,0
1341,0
1342,0
1342,0
1343,0
1344,0
1344,0
1345,0
1346,0
1347,0
1347,0
1348,0
1349,0
1349,0
1350,0
1351,0
1352,0
1352,0
1353,0
1354,0
1354,0
1355,0
1356,0
1356,0
1357,0
1358,0
1359,0
1359,0
1360,0
1361,0
1361,0
1362,0
1363,0
1364,0
1364,0
1365,0
1366,0
1366,0
1367,0
1368,0
1369,0
1369,0
1370,0
1371,0
1371,0
1372,0
1373,0
1374,0
1374,0
1375,0
1376,0
1376,0
1377,0
1378,0
1379,0
1379,0
1380,0
1381,0
1381,0
1382,0
1383,0
1384,0
1384,0
1385,0
1386,0
1386,0
1387,0
1388,0
1388,0
1389,0
1390,0
1391,0
1391,0
1392,0
1393,0
1393,0
1394,0
1395,0
1396,0
1396,0
1397,0
1398,0
1398,0
1399,0
1400,0
1401,0
1401,0
1402,0
1403,0
1403,0
1404,0
1405,0
1406,0
1406,0
1407,0
1408,0
1408,0
1409,0
1410,0
1411,0
1411,0
1412,0
1413,0
1413,0
1414,0
1415,0
1415,0
1416,0
1417,0
1418,0
1418,0
1419,0
1420,0
1420,0
1421,0
1422,0
1423,0
1423,0
1424,0
1425,0
1425,0
1426,0
1427,0
1428,0
1428,0
1429,0
1430,0
1430,0
1431,0
1432,0
1433,0
1433,0
1434,0
1435,0
1435,0
1436,0
1437,0
1438,0
1438,0
1439,0
1440,0
1440,0
1441,0
1442,0
1442,0
1443,0
1444,0
1445,0
1445,0
1446,0
1447,0
1447,0
1448,0
1449,0
1450,0
1450,0
1451,0
1452,0
1452,0
1453,0
1454,0
1455,0
1455,0
1456,0
1457,0
1457,0
1458,0
1459,0
1460,0
1460,0
1461,0
1462,0
1462,0
1463,0
1464,0
1465,0
1465,0
1466,0
1467,0
1467,0
1468,0
1469,0
1470,0
1470,0
1471,0
1472,0
1472,0
1473,0
1474,0
1474,0
1475,0
1476,0
1477,0
1477,0
1478,0
1479,0
1479,0
1480,0
1481,0
1482,0
1482,0
1483,0
1484,0
1484,0
1485,0
1486,0
1487,0
1487,0
1488,0
1489,0
1489,0
1490,0
1491,0
1492,0
1492,0
1493,0
1494,0
1494,0
1495,0
1496,0
1497,0
1497,0
1498,0
1499,0
1499,0
1500,0
1501,0
1501,0
1502,0
1503,0
1504,0
1504,0
1505,0
1506,0
1506,0
1507,0
1508,0
1509,0
1509,0
1510,0
1511,0
1511,0
1512,0
1513,0
1514,0
1514,0
1515,0
1516,0
1516,0
1517,0
1518,0
1519,0
1519,0
1520,0
1521,0
1521,0
1522,0
1523,0
1524,0
1524,0
1525,0
1526,0
1526,0
1527,0
1528,0
1528,0
1529,0
1530,0
1531,0
1531,0
1532,0
1533,0
1533,0
1534,0
1535,0
1536,0
1536,0
1537,0
1538,0
1538,0
1539,0
1540,0
1541,0
1541,0
1542,0
1543,0
1543,0
1544,0
1545,0
1546,0
1546,0
1547,0
1548,0
1548,0
1549,0
1550,0
1551,0
1551,0
1552,0
1553,0
1553,0
1554,0
1555,0
1555,0
1556,0
1557,0
1558,0
1558,0
1559,0
1560,0
1560,0
1561,0
1562,0
1563,0
1563,0
1564,0
1565,0
1565,0
1566,0
1567,0
1568,0
1568,0
1569,0
1570,0
1570,0
1571,0
1572,0
1573,0
1573,0
1574,0
1575,0
1575,0
1576,0
1577,0
1578,0
1578,0
1579,0
1580,0
1580,0
1581,0
1582,0
1583,0
1583,0
1584,0
1585,0
1585,0
1586,0
1587,0
1587,0
1588,0
1589,0
1590,0
1590,0
1591,0
1592,0
1592,0
1593,0
1594,0
1595,0
1595,0
1596,0
1597,0
1597,0
1598,0
1599,0
1600,0
1600,0
1601,0
1602,0
1602,0
1603,0
1604,0
1605,0
1605,0
1606,0
1607,0
1607,0
1608,0
1609,0
1610,0
1610,0
1611,0
1612,0
1612,0
1613,0
1614,0
1614,0
1615,0
1616,0
1617,0
1617,0
1618,0
1619,0
1619,0
1620,0
1621,0
1622,0
1622,0
1623,0
1624,0
1624,0
1625,0
1626,0
1627,0
1627,0
1628,0
1629,0
1629,0
1630,0
1631,0
1632,0
1632,0
1633,0
1634,0
1634,0
1635,0
1636,0
1637,0
1637,0
1638,0
1639,0
1639,0
1640,0
1641,0
1641,0
1642,0
1643,0
1644,0
1644,0
1645,0
1646,0
1646,0
1647,0
1648,0
1649,0
1649,0
1650,0
1651,0
1651,0
1652,0
1653,0
1654,0
1654,0
1655,0
1656,0
1656,0
1657,0
1658,0
1659,0
1659,0
1660,0
1661,0
1661,0
1662,0
1663,0
1664,0
1664,0
1665,0
1666,0
1666,0
1667,0
1668,0
1669,0
1669,0
1670,0
1671,0
1671,0
1672,0
1673,0
1673,0
1674,0
1675,0
1676,0
1676,0
1677,0
1678,0
1678,0
1679,0
1680,0
1681,0
1681,0
1682,0
1683,0
1683,0
1684,0
1685,0
1686,0
1686,0
1687,0
1688,0
1688,0
1689,0
1690,0
1691,0
1691,0
1692,0
1693,0
1693,0
1694,0
1695,0
1696,0
1696,0
1697,0
1698,0
1698,0
1699,0
1700,0
1700,0
1701,0
1702,0
1703,0
1703,0
1704,0
1705,0
1705,0
1706,0
1707,0
1708,0
1708,0
1709,0
1710,0
1710,0
1711,0
1712,0
1713,0
1713,0
1714,0
1715,0
1715,0
1716,0
1717,0
1718,0
1718,0
1719,0
1720,0
1720,0
1721,0
1722,0
1723,0
1723,0
1724,0
1725,0
1725,0
1726,0
1727,0
1727,0
1728,0
1729,0
1730,0
1730,0
1731,0
1732,0
1732,0
1733,0
1734,0
1735,0
1735,0
1736,0
1737,0
1737,0
1738,0
1739,0
1740,0
1740,0
1741,0
1742,0
1742,0
1743,0
1744,0
1745,0
1745,0
1746,0
1747,0
1747,0
1748,0
1749,0
1750,0
1750,0
1751,0
1752,0
1752,0
1753,0
1754,0
1755,0
1755,0
1756,0
1757,0
1757,0
1758,0
1759,0
1759,0
1760,0
1761,0
1762,0
1762,0
1763,0
1764,0
1764,0
1765,0
1766,0
1767,0
1767,0
1768,0
1769,0
1769,0
1770,0
1771,0
1772,0
1772,0
1773,0
1774,0
1774,0
1775,0
1776,0
1777,0
1777,0
1778,0
1779,0
1779,0
1780,0
1781,0
1782,0
1782,0
1783,0
1784,0
1784,0
1785,0
1786,0
1786,0
1787,0
1788,0
1789,0
1789,0
1790,0
1791,0
1791,0
1792,0
1793,0
1794,0
1794,0
1795,0
1796,0
1796,0
1797,0
1798,0
1799,0
1799,0
1800,0
1801,0
1801,0
1802,0
1803,0
1804,0
1804,0
1805,0
1806,0
1806,0
1807,0
1808,0
1809,0
1809,0
1810,0
1811,0
1811,0
1812,0
1813,1
1813,1
1814,1
1815,1
1816,1
1816,1
1817,1
1818,1
1818,2
1819,2
1820,2
1821,2
1821,2
1822,2
1823,3
1823,3
1824,3
1825,3
1826,3
1826,3
1827,4
1828,4
1828,4
1829,4
1830,4
1831,5
1831,5
1832,5
1833,5
1833,5
1834,6
1835,6
1836,6
1836,6
1837,6
1838,7
1838,7
1839,7
1840,7
1841,8
1841,8
1842,8
1843,8
1843,9
1844,9
1845,9
1845,9
1846,10
1847,10
1848,10
1849,10
1849,11
1850,11
1851,11
1852,12
1853,12
1853,12
1854,12
1855,13
1856,13
1857,13
1857,14
1858,14
1859,14
1860,15
1861,15
1861,15
1862,16
1863,16
1864,16
1865,17
1865,17
1866,17
1867,18
1868,18
1869,18
1869,19
1870,19
1871,19
1872,20
1873,20
1873,21
1874,21
1875,21
1876,22
1876,22
1877,22
1878,23
1879,23
1880,23
1880,24
1881,24
1882,24
1883,25
1884,25
1884,26
1885,26
1886,26
1887,27
1888,27
1888,27
1889,28
1890,28
1891,28
1892,29
1892,29
1893,30
1894,30
1895,30
1896,31
1896,31
1897,31
1898,32
1899,32
1900,32
1900,33
1901,33
1902,33
1903,34
1904,34
1904,34
1905,35
1906,35
1907,35
1908,36
1908,36
1909,36
1910,37
1911,37
1912,37
1912,38
1913,38
1914,38
1915,39
1916,39
1916,39
1917,40
1918,40
1919,40
1920,41
1920,41
1921,41
1922,41
1923,42
1924,42
1924,42
1925,43
1926,43
1927,43
1928,44
1928,44
1929,44
1930,45
1931,45
1932,45
1932,45
1933,46
1934,46
1935,46
1935,47
1936,47
1937,47
1938,48
1939,48
1939,48
1940,49
1941,49
1942,49
1943,49
1943,50
1944,50
1945,50
1946,51
1947,51
1947,51
1948,52
1949,52
1950,52
1951,53
1951,53
1952,53
1953,54
1954,54
1955,54
1955,55
1956,55
1957,55
1958,56
1959,56
1959,56
1960,57
1961,57
1962,57
1963,58
1963,58
1964,58
1965,59
1966,59
1967,59
1967,60
1968,60
1969,60
1970,61
1971,61
1971,61
1972,62
1973,62
1974,63
1975,63
1975,63
1976,63
1977,64
1978,64
1979,65
1979,65
1980,65
1981,66
1982,66
1983,66
1983,67
1984,67
1985,67
1986,68
1987,68
1987,68
1988,69
1989,69
1990,69
1991,70
1991,70
1992,70
1993,71
1994,71
1995,71
1995,72
1996,72
1997,72
1998,73
1998,73
1999,73
2000,74
2001,74
2002,74
2002,75
2003,75
2004,75
2005,76
2006,76
2006,76
2007,77
2008,77
2009,78
2010,78
2010,78
2011,79
2012,79
2013,79
2014,80
2014,80
2015,81
2016,81
2017,81
2018,82
2018,82
2019,82
2020,83
2021,83
2022,84
2022,84
2023,85
2024,85
2025,85
2026,86
2026,86
2027,87
2028,87
2029,87
2030,88
2030,88
2031,89
2032,89
2033,90
2034,90
2034,90
2035,91
2036,91
2037,92
2038,92
2038,92
2039,93
2040,93
2041,94
2042,94
2042,94
2043,95
2044,95
2045,95
2046,96
2046,96
2047,97
2048,97
2049,97
2050,98
2050,98
2051,99
2052,99
2053,99
2054,100
2054,100
2055,100
2056,101
2057,101
2058,102
2059,102
2060,103
2061,103
2061,103
2062,104
2063,104
2064,105
2065,105
2066,106
2067,106
2068,107
2069,107
2069,108
2070,108
2071,109
2072,109
2073,110
2074,110
2075,111
2076,111
2077,112
2077,112
2078,113
2079,113
2080,114
2081,114
2082,115
2083,115
2084,116
2084,116
2085,117
2086,117
2087,118
2088,118
2089,119
2090,119
2091,120
2092,120
2092,121
2093,121
2094,122
2095,122
2096,123
2097,123
2098,124
2099,124
2099,125
2100,125
2101,126
2102,126
2103,127
2104,127
2105,128
2106,128
2107,129
2107,129
2108,130
2109,130
2110,131
2111,131
2112,132
2113,132
2114,133
2115,133
2115,134
2116,135
2117,135
2118,136
2119,136
2120,137
2121,137
2122,138
2122,138
2123,139
2124,139
2125,140
2126,140
2127,141
2128,142
2129,142
2130,143
2130,143
2131,144
2132,144
2133,145
2134,145
2135,146
2136,147
2137,147
2138,148
2138,148
2139,149
2140,149
2141,150
2142,151
2143,151
2144,152
2145,152
2145,153
2146,153
2147,154
2148,154
2149,155
2150,156
2151,156
2152,157
2153,157
2153,158
2154,158
2155,159
2156,160
2157,160
2158,161
2159,161
2160,162
2160,163
2161,163
2162,164
2163,164
2164,165
2165,166
2166,166
2167,167
2168,167
2168,168
2169,169
2170,169
2171,170
2172,171
2173,171
2174,172
2175,173
2176,173
2176,174
2177,175
2178,175
2179,176
2180,176
2181,177
2182,178
2183,178
2183,179
2184,179
2185,180
2186,181
2187,181
2188,182
2189,183
2190,183
2191,184
2191,184
2192,185
2193,186
2194,186
2195,187
2196,187
2197,188
2198,189
2199,189
2199,190
2200,190
2201,191
2202,192
2203,192
2204,193
2205,193
2206,194
2206,194
2207,195
2208,196
2209,196
2210,197
2211,197
2212,198
2213,199
2214,199
2214,200
2215,200
2216,201
2217,202
2218,202
2219,203
2220,203
2221,204
2221,205
2222,205
2223,206
2224,206
2225,207
2226,208
2227,208
2228,209
2229,209
2229,210
2230,211
2231,211
2232,212
2233,213
2234,213
2235,214
2236,214
2237,215
2237,216
2238,216
2239,217
2240,217
2241,218
2242,219
2243,219
2244,220
2244,221
2245,221
2246,222
2247,222
2248,223
2249,224
2250,224
2251,225
2252,226
2252,226
2253,227
2254,227
2255,228
2256,229
2257,229
2258,230
2259,231
2260,231
2260,232
2261,233
2262,233
2263,234
2264,234
2265,235
2266,236
2267,236
2267,237
2268,237
2269,238
2270,239
2271,239
2272,240
2273,241
2274,241
2275,242
2275,242
2276,243
2277,244
2278,244
2279,245
2280,245
2281,246
2282,247
2282,247
2283,248
2284,248
2285,249
2286,250
2287,250
2288,251
2289,251
2290,252
2290,253
2291,253
2292,254
2293,254
2294,255
2295,256
2296,256
2297,257
2298,257
2298,258
2299,259
2300,259
2301,260
2302,261
2303,261
2304,262
2305,262
2305,263
2306,264
2307,264
2308,265
2309,266
2310,266
2311,267
2312,267
2313,268
2313,269
2314,269
2315,270
2316,271
2317,271
2318,272
2319,273
2320,273
2321,274
2321,275
2322,275
2323,276
2324,276
2325,277
2326,278
2327,278
2328,279
2328,280
2329,280
2330,281
2331,282
2332,282
2333,283
2334,284
2335,285
2336,285
2336,286
2337,287
2338,287
2339,288
2340,289
2341,289
2342,290
2343,291
2343,291
2344,292
2345,293
